2026-06-28 21:40:03 eval-1        | === RUN   TestSemanticCacheEval
2026-06-28 21:45:47 qdrant-1      | 2026-06-28T16:15:47.855657Z  INFO actix_web::middleware::logger: 172.18.0.1 "POST /collections/eval-053eff81/points/scroll HTTP/1.1" 200 74305 "http://localhost:6333/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36" 0.008031
2026-06-28 21:45:47 eval-1        |     eval_test.go:310: PASS [tc-0650] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:48 eval-1        |     eval_test.go:310: PASS [tc-0651] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:49 eval-1        |     eval_test.go:310: PASS [tc-0652] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:49 eval-1        |     eval_test.go:310: PASS [tc-0653] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:50 eval-1        |     eval_test.go:310: PASS [tc-0654] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:50 eval-1        |     eval_test.go:310: PASS [tc-0655] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:51 eval-1        |     eval_test.go:310: PASS [tc-0656] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:51 eval-1        |     eval_test.go:310: PASS [tc-0657] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:52 eval-1        |     eval_test.go:310: PASS [tc-0658] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:53 eval-1        |     eval_test.go:310: PASS [tc-0659] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:53 eval-1        |     eval_test.go:310: PASS [tc-0660] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:54 eval-1        |     eval_test.go:310: PASS [tc-0661] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:54 eval-1        |     eval_test.go:310: PASS [tc-0662] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:55 eval-1        |     eval_test.go:310: PASS [tc-0663] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:55 eval-1        |     eval_test.go:310: PASS [tc-0664] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:56 eval-1        |     eval_test.go:310: PASS [tc-0665] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:57 eval-1        |     eval_test.go:310: PASS [tc-0666] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:57 eval-1        |     eval_test.go:310: PASS [tc-0667] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:58 eval-1        |     eval_test.go:310: PASS [tc-0668] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:58 eval-1        |     eval_test.go:310: PASS [tc-0669] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:59 eval-1        |     eval_test.go:310: PASS [tc-0670] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:45:59 eval-1        |     eval_test.go:310: PASS [tc-0671] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:00 eval-1        |     eval_test.go:310: PASS [tc-0672] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:01 eval-1        |     eval_test.go:310: PASS [tc-0673] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:01 eval-1        |     eval_test.go:310: PASS [tc-0674] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:01 eval-1        |     eval_test.go:310: PASS [tc-0675] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:02 eval-1        |     eval_test.go:310: PASS [tc-0676] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:02 eval-1        |     eval_test.go:310: PASS [tc-0677] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:03 eval-1        |     eval_test.go:310: PASS [tc-0678] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:04 eval-1        |     eval_test.go:310: PASS [tc-0679] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:04 eval-1        |     eval_test.go:310: PASS [tc-0680] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:05 eval-1        |     eval_test.go:310: PASS [tc-0681] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:05 eval-1        |     eval_test.go:310: PASS [tc-0682] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:06 eval-1        |     eval_test.go:310: PASS [tc-0683] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:06 eval-1        |     eval_test.go:310: PASS [tc-0684] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:07 eval-1        |     eval_test.go:310: PASS [tc-0685] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:07 eval-1        |     eval_test.go:310: PASS [tc-0686] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:08 eval-1        |     eval_test.go:310: PASS [tc-0687] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:08 eval-1        |     eval_test.go:310: PASS [tc-0688] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:09 eval-1        |     eval_test.go:310: PASS [tc-0689] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:10 eval-1        |     eval_test.go:310: PASS [tc-0690] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:10 eval-1        |     eval_test.go:310: PASS [tc-0691] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:11 eval-1        |     eval_test.go:310: PASS [tc-0692] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:11 eval-1        |     eval_test.go:310: PASS [tc-0693] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:12 eval-1        |     eval_test.go:310: PASS [tc-0694] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:12 eval-1        |     eval_test.go:310: PASS [tc-0695] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:13 eval-1        |     eval_test.go:310: PASS [tc-0696] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:13 eval-1        |     eval_test.go:310: PASS [tc-0697] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:14 eval-1        |     eval_test.go:310: PASS [tc-0698] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:15 eval-1        |     eval_test.go:310: PASS [tc-0699] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:15 eval-1        |     eval_test.go:310: PASS [tc-0700] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:16 eval-1        |     eval_test.go:310: PASS [tc-0701] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:16 eval-1        |     eval_test.go:310: PASS [tc-0702] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:17 eval-1        |     eval_test.go:310: PASS [tc-0703] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:17 eval-1        |     eval_test.go:310: PASS [tc-0704] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:18 eval-1        |     eval_test.go:310: PASS [tc-0705] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:18 eval-1        |     eval_test.go:310: PASS [tc-0706] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:19 eval-1        |     eval_test.go:310: PASS [tc-0707] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:19 eval-1        |     eval_test.go:310: PASS [tc-0708] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:20 eval-1        |     eval_test.go:310: PASS [tc-0709] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:20 eval-1        |     eval_test.go:310: PASS [tc-0710] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:21 eval-1        |     eval_test.go:310: PASS [tc-0711] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:21 eval-1        |     eval_test.go:310: PASS [tc-0712] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:22 eval-1        |     eval_test.go:310: PASS [tc-0713] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:22 eval-1        |     eval_test.go:310: PASS [tc-0714] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:23 eval-1        |     eval_test.go:310: PASS [tc-0715] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:24 eval-1        |     eval_test.go:310: PASS [tc-0716] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:24 eval-1        |     eval_test.go:310: PASS [tc-0717] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:25 eval-1        |     eval_test.go:310: PASS [tc-0718] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:25 eval-1        |     eval_test.go:310: PASS [tc-0719] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:26 eval-1        |     eval_test.go:310: PASS [tc-0720] multiturn_miss         got=miss          latency=0ms
2026-06-28 21:46:26 eval-1        |     eval_test.go:310: PASS [tc-0721] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:27 eval-1        |     eval_test.go:310: PASS [tc-0722] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:27 eval-1        |     eval_test.go:310: PASS [tc-0723] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:28 eval-1        |     eval_test.go:310: PASS [tc-0724] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:28 eval-1        |     eval_test.go:310: PASS [tc-0725] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:28 eval-1        |     eval_test.go:310: PASS [tc-0726] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:29 eval-1        |     eval_test.go:310: PASS [tc-0727] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:30 eval-1        |     eval_test.go:310: PASS [tc-0728] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:30 eval-1        |     eval_test.go:310: PASS [tc-0729] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:31 eval-1        |     eval_test.go:310: PASS [tc-0730] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:32 eval-1        |     eval_test.go:310: PASS [tc-0731] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:33 eval-1        |     eval_test.go:310: PASS [tc-0732] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:34 eval-1        |     eval_test.go:310: PASS [tc-0733] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:34 eval-1        |     eval_test.go:310: PASS [tc-0734] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:35 eval-1        |     eval_test.go:310: PASS [tc-0735] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:35 eval-1        |     eval_test.go:310: PASS [tc-0736] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:36 eval-1        |     eval_test.go:310: PASS [tc-0737] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:36 eval-1        |     eval_test.go:310: PASS [tc-0738] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:37 eval-1        |     eval_test.go:310: PASS [tc-0739] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:37 eval-1        |     eval_test.go:310: PASS [tc-0740] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:38 eval-1        |     eval_test.go:310: PASS [tc-0741] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:38 eval-1        |     eval_test.go:310: PASS [tc-0742] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:39 eval-1        |     eval_test.go:310: PASS [tc-0743] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:39 eval-1        |     eval_test.go:310: PASS [tc-0744] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:40 eval-1        |     eval_test.go:310: PASS [tc-0745] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:41 eval-1        |     eval_test.go:310: PASS [tc-0746] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:41 eval-1        |     eval_test.go:310: PASS [tc-0747] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:42 eval-1        |     eval_test.go:310: PASS [tc-0748] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:43 eval-1        |     eval_test.go:310: PASS [tc-0749] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:43 eval-1        |     eval_test.go:310: PASS [tc-0750] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:44 eval-1        |     eval_test.go:310: PASS [tc-0751] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:44 eval-1        |     eval_test.go:310: PASS [tc-0752] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:45 eval-1        |     eval_test.go:310: PASS [tc-0753] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:45 eval-1        |     eval_test.go:310: PASS [tc-0754] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:46 eval-1        |     eval_test.go:310: PASS [tc-0755] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:46 eval-1        |     eval_test.go:310: PASS [tc-0756] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:47 eval-1        |     eval_test.go:310: PASS [tc-0757] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:48 eval-1        |     eval_test.go:310: PASS [tc-0758] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:48 eval-1        |     eval_test.go:310: PASS [tc-0759] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:49 eval-1        |     eval_test.go:310: PASS [tc-0760] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:49 eval-1        |     eval_test.go:310: PASS [tc-0761] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:50 eval-1        |     eval_test.go:310: PASS [tc-0762] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:50 eval-1        |     eval_test.go:310: PASS [tc-0763] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:51 eval-1        |     eval_test.go:310: PASS [tc-0764] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:52 eval-1        |     eval_test.go:310: PASS [tc-0765] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:52 eval-1        |     eval_test.go:310: PASS [tc-0766] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:53 eval-1        |     eval_test.go:310: PASS [tc-0767] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:53 eval-1        |     eval_test.go:310: PASS [tc-0768] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:54 eval-1        |     eval_test.go:310: PASS [tc-0769] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:54 eval-1        |     eval_test.go:310: PASS [tc-0770] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:55 eval-1        |     eval_test.go:310: PASS [tc-0771] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:56 eval-1        |     eval_test.go:310: PASS [tc-0772] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:57 eval-1        |     eval_test.go:310: PASS [tc-0773] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:57 eval-1        |     eval_test.go:310: PASS [tc-0774] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:58 eval-1        |     eval_test.go:310: PASS [tc-0775] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:58 eval-1        |     eval_test.go:310: PASS [tc-0776] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:59 eval-1        |     eval_test.go:310: PASS [tc-0777] param_isolation        got=miss          latency=0ms
2026-06-28 21:46:59 eval-1        |     eval_test.go:310: PASS [tc-0778] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:00 eval-1        |     eval_test.go:310: PASS [tc-0779] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:01 eval-1        |     eval_test.go:310: PASS [tc-0780] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:02 eval-1        |     eval_test.go:310: PASS [tc-0781] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:02 eval-1        |     eval_test.go:310: PASS [tc-0782] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:03 eval-1        |     eval_test.go:310: PASS [tc-0783] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:03 eval-1        |     eval_test.go:310: PASS [tc-0784] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:04 eval-1        |     eval_test.go:310: PASS [tc-0785] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:04 eval-1        |     eval_test.go:310: PASS [tc-0786] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:05 eval-1        |     eval_test.go:310: PASS [tc-0787] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:06 eval-1        |     eval_test.go:310: PASS [tc-0788] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:07 eval-1        |     eval_test.go:310: PASS [tc-0789] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:07 eval-1        |     eval_test.go:310: PASS [tc-0790] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:08 eval-1        |     eval_test.go:310: PASS [tc-0791] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:08 eval-1        |     eval_test.go:310: PASS [tc-0792] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:09 eval-1        |     eval_test.go:310: PASS [tc-0793] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:09 eval-1        |     eval_test.go:310: PASS [tc-0794] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:10 eval-1        |     eval_test.go:310: PASS [tc-0795] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:11 eval-1        |     eval_test.go:310: PASS [tc-0796] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:12 eval-1        |     eval_test.go:310: PASS [tc-0797] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:13 eval-1        |     eval_test.go:310: PASS [tc-0798] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:13 eval-1        |     eval_test.go:310: PASS [tc-0799] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:14 eval-1        |     eval_test.go:310: PASS [tc-0800] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:14 eval-1        |     eval_test.go:310: PASS [tc-0801] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:15 eval-1        |     eval_test.go:310: PASS [tc-0802] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:15 eval-1        |     eval_test.go:310: PASS [tc-0803] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:16 eval-1        |     eval_test.go:310: PASS [tc-0804] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:17 eval-1        |     eval_test.go:310: PASS [tc-0805] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:17 eval-1        |     eval_test.go:310: PASS [tc-0806] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:18 eval-1        |     eval_test.go:310: PASS [tc-0807] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:18 eval-1        |     eval_test.go:310: PASS [tc-0808] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:19 eval-1        |     eval_test.go:310: PASS [tc-0809] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:19 eval-1        |     eval_test.go:310: PASS [tc-0810] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:20 eval-1        |     eval_test.go:310: PASS [tc-0811] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:20 eval-1        |     eval_test.go:310: PASS [tc-0812] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:21 eval-1        |     eval_test.go:310: PASS [tc-0813] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:21 eval-1        |     eval_test.go:310: PASS [tc-0814] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:22 eval-1        |     eval_test.go:310: PASS [tc-0815] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:22 eval-1        |     eval_test.go:310: PASS [tc-0816] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:24 eval-1        |     eval_test.go:310: PASS [tc-0817] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:24 eval-1        |     eval_test.go:310: PASS [tc-0818] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:25 eval-1        |     eval_test.go:310: PASS [tc-0819] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0820] param_isolation        got=miss          latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0821] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0822] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0823] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0824] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0825] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0826] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0827] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0828] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0829] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:303: FAIL [tc-0830] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8883
2026-06-28 21:47:26 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0831] edge_case              got=direct_hit    latency=1ms
2026-06-28 21:47:26 eval-1        |     eval_test.go:310: PASS [tc-0832] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:27 eval-1        |     eval_test.go:303: FAIL [tc-0833] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8867
2026-06-28 21:47:27 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:27 eval-1        |     eval_test.go:303: FAIL [tc-0834] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8978
2026-06-28 21:47:27 eval-1        |                normalizeText() handles punctuation — same hash as canonical query.
2026-06-28 21:47:27 eval-1        |     eval_test.go:310: PASS [tc-0835] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:28 eval-1        |     eval_test.go:303: FAIL [tc-0836] edge_case              expected=direct_hit    got=semantic_hit  sim=0.9348
2026-06-28 21:47:28 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:28 eval-1        |     eval_test.go:310: PASS [tc-0837] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:28 eval-1        |     eval_test.go:310: PASS [tc-0838] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:28 eval-1        |     eval_test.go:303: FAIL [tc-0839] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8403
2026-06-28 21:47:28 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:28 eval-1        |     eval_test.go:310: PASS [tc-0840] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:28 eval-1        |     eval_test.go:310: PASS [tc-0841] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:28 eval-1        |     eval_test.go:310: PASS [tc-0842] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:29 eval-1        |     eval_test.go:303: FAIL [tc-0843] edge_case              expected=direct_hit    got=semantic_hit  sim=0.9469
2026-06-28 21:47:29 eval-1        |                normalizeText() handles caps — same hash as canonical query.
2026-06-28 21:47:30 eval-1        |     eval_test.go:303: FAIL [tc-0844] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8409
2026-06-28 21:47:30 eval-1        |                normalizeText() handles caps — same hash as canonical query.
2026-06-28 21:47:30 eval-1        |     eval_test.go:303: FAIL [tc-0845] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8537
2026-06-28 21:47:30 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:30 eval-1        |     eval_test.go:310: PASS [tc-0846] edge_case              got=direct_hit    latency=1ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:303: FAIL [tc-0847] edge_case              expected=direct_hit    got=semantic_hit  sim=0.9453
2026-06-28 21:47:31 eval-1        |                normalizeText() handles punctuation — same hash as canonical query.
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0848] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0849] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0850] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0851] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0852] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0853] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0854] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0855] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0856] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0857] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0858] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0859] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:303: FAIL [tc-0860] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8883
2026-06-28 21:47:31 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0861] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:31 eval-1        |     eval_test.go:310: PASS [tc-0862] edge_case              got=direct_hit    latency=1ms
2026-06-28 21:47:32 eval-1        |     eval_test.go:303: FAIL [tc-0863] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8867
2026-06-28 21:47:32 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:32 eval-1        |     eval_test.go:303: FAIL [tc-0864] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8978
2026-06-28 21:47:32 eval-1        |                normalizeText() handles punctuation — same hash as canonical query.
2026-06-28 21:47:32 eval-1        |     eval_test.go:310: PASS [tc-0865] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:33 eval-1        |     eval_test.go:303: FAIL [tc-0866] edge_case              expected=direct_hit    got=semantic_hit  sim=0.9348
2026-06-28 21:47:33 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:33 eval-1        |     eval_test.go:310: PASS [tc-0867] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:33 eval-1        |     eval_test.go:310: PASS [tc-0868] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:33 eval-1        |     eval_test.go:303: FAIL [tc-0869] edge_case              expected=direct_hit    got=semantic_hit  sim=0.8403
2026-06-28 21:47:33 eval-1        |                normalizeText() handles whitespace — same hash as canonical query.
2026-06-28 21:47:33 eval-1        |     eval_test.go:310: PASS [tc-0870] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:33 eval-1        |     eval_test.go:310: PASS [tc-0871] edge_case              got=direct_hit    latency=0ms
2026-06-28 21:47:33 eval-1        |     eval_test.go:310: PASS [tc-0872] edge_case              got=direct_hit    latency=1ms
